dia_semana,hora,tipo_incidente,cantidad,dia_hora
Domingo,1,Otros,23,Domingo 1
Domingo,1,Persona atrapada,19,Domingo 1
Domingo,1,Persona atropellada,185,Domingo 1
Domingo,1,Vehículo atrapado,13,Domingo 1
Domingo,1,Volcadura,171,Domingo 1
Domingo,2,Choque con lesionados,957,Domingo 2
Domingo,2,Choque sin lesionados,982,Domingo 2
Domingo,2,Ciclista,10,Domingo 2
Domingo,2,Monopatín,1,Domingo 2
Domingo,2,Motociclista,439,Domingo 2
Domingo,2,Otros,21,Domingo 2
Domingo,2,Persona atrapada,13,Domingo 2
Domingo,2,Persona atropellada,157,Domingo 2
Domingo,2,Vehículo atrapado,12,Domingo 2
Domingo,2,Volcadura,115,Domingo 2
Domingo,3,Choque con lesionados,888,Domingo 3
Domingo,3,Choque sin lesionados,878,Domingo 3
Domingo,3,Ciclista,8,Domingo 3
Domingo,3,Motociclista,456,Domingo 3
Domingo,3,Otros,15,Domingo 3
Domingo,3,Persona atrapada,9,Domingo 3
Domingo,3,Persona atropellada,162,Domingo 3
Domingo,3,Vehículo atrapado,11,Domingo 3
Domingo,3,Volcadura,115,Domingo 3
Domingo,4,Choque con lesionados,792,Domingo 4
Domingo,4,Choque sin lesionados,794,Domingo 4
Domingo,4,Ciclista,5,Domingo 4
Domingo,4,Motociclista,377,Domingo 4
Domingo,4,Otros,20,Domingo 4
Domingo,4,Persona atrapada,11,Domingo 4
Domingo,4,Persona atropellada,128,Domingo 4
Domingo,4,Vehículo atrapado,9,Domingo 4
Domingo,4,Volcadura,142,Domingo 4
Domingo,5,Choque con lesionados,699,Domingo 5
Domingo,5,Choque sin lesionados,654,Domingo 5
Domingo,5,Ciclista,4,Domingo 5
Domingo,5,Motociclista,300,Domingo 5
Domingo,5,Otros,15,Domingo 5
Domingo,5,Persona atrapada,7,Domingo 5
Domingo,5,Persona atropellada,70,Domingo 5
Domingo,5,Vehículo atrapado,15,Domingo 5
Domingo,5,Volcadura,112,Domingo 5
Domingo,6,Choque con lesionados,566,Domingo 6
Domingo,6,Choque sin lesionados,674,Domingo 6
Domingo,6,Ciclista,10,Domingo 6
Domingo,6,Monopatín,1,Domingo 6
Domingo,6,Motociclista,266,Domingo 6
Domingo,6,Otros,8,Domingo 6
Domingo,6,Persona atrapada,4,Domingo 6
Domingo,6,Persona atropellada,96,Domingo 6
Domingo,6,Vehículo atrapado,18,Domingo 6
Domingo,6,Volcadura,87,Domingo 6
Domingo,7,Choque con lesionados,786,Domingo 7
Domingo,7,Choque sin lesionados,658,Domingo 7
Domingo,7,Ciclista,17,Domingo 7
Domingo,7,Motociclista,280,Domingo 7
Domingo,7,Otros,19,Domingo 7
Domingo,7,Persona atrapada,7,Domingo 7
Domingo,7,Persona atropellada,107,Domingo 7
Domingo,7,Vehículo atrapado,15,Domingo 7
Domingo,7,Volcadura,87,Domingo 7
Domingo,8,Choque con lesionados,605,Domingo 8
Domingo,8,Choque sin lesionados,606,Domingo 8
Domingo,8,Ciclista,46,Domingo 8
Domingo,8,Motociclista,203,Domingo 8
Domingo,8,Otros,5,Domingo 8
Domingo,8,Persona atrapada,20,Domingo 8
Domingo,8,Persona atropellada,131,Domingo 8
Domingo,8,Vehículo atrapado,17,Domingo 8
Domingo,8,Volcadura,77,Domingo 8
Domingo,9,Choque con lesionados,650,Domingo 9
Domingo,9,Choque sin lesionados,613,Domingo 9
Domingo,9,Ciclista,59,Domingo 9
Domingo,9,Motociclista,240,Domingo 9
Domingo,9,Otros,2,Domingo 9
Domingo,9,Persona atrapada,17,Domingo 9
Domingo,9,Persona atropellada,193,Domingo 9
Domingo,9,Vehículo atrapado,12,Domingo 9
Domingo,9,Volcadura,31,Domingo 9
Domingo,10,Choque con lesionados,731,Domingo 10
Domingo,10,Choque sin lesionados,665,Domingo 10
Domingo,10,Ciclista,101,Domingo 10
Domingo,10,Monopatín,1,Domingo 10
Domingo,10,Motociclista,226,Domingo 10
Domingo,10,Otros,5,Domingo 10
Domingo,10,Persona atrapada,19,Domingo 10
Domingo,10,Persona atropellada,284,Domingo 10
Domingo,10,Vehículo atrapado,12,Domingo 10
Domingo,10,Volcadura,44,Domingo 10
Domingo,11,Choque con lesionados,699,Domingo 11
Domingo,11,Choque sin lesionados,783,Domingo 11
Domingo,11,Ciclista,103,Domingo 11
Domingo,11,Motociclista,279,Domingo 11
Domingo,11,Otros,6,Domingo 11
Domingo,11,Persona atrapada,23,Domingo 11
Domingo,11,Persona atropellada,244,Domingo 11
Domingo,11,Vehículo atrapado,10,Domingo 11
Domingo,11,Volcadura,47,Domingo 11
Domingo,12,Choque con lesionados,785,Domingo 12
Domingo,12,Choque sin lesionados,966,Domingo 12
Domingo,12,Ciclista,79,Domingo 12
Domingo,12,Motociclista,337,Domingo 12
Domingo,12,Otros,4,Domingo 12
Domingo,12,Persona atrapada,23,Domingo 12
Domingo,12,Persona atropellada,328,Domingo 12
Domingo,12,Vehículo atrapado,13,Domingo 12
Domingo,12,Volcadura,50,Domingo 12
Domingo,13,Choque con lesionados,931,Domingo 13
Domingo,13,Choque sin lesionados,1169,Domingo 13
Domingo,13,Ciclista,83,Domingo 13
Domingo,13,Monopatín,1,Domingo 13
Domingo,13,Motociclista,348,Domingo 13
Domingo,13,Otros,11,Domingo 13
Domingo,13,Persona atrapada,23,Domingo 13
Domingo,13,Persona atropellada,389,Domingo 13
Domingo,13,Vehículo atrapado,12,Domingo 13
Domingo,13,Volcadura,71,Domingo 13
Domingo,14,Choque con lesionados,1063,Domingo 14
Domingo,14,Choque sin lesionados,1348,Domingo 14
Domingo,14,Ciclista,98,Domingo 14
Domingo,14,Monopatín,3,Domingo 14
Domingo,14,Motociclista,390,Domingo 14
Domingo,14,Otros,3,Domingo 14
Domingo,14,Persona atrapada,26,Domingo 14
Domingo,14,Persona atropellada,410,Domingo 14
Domingo,14,Vehículo atrapado,12,Domingo 14
Domingo,14,Volcadura,38,Domingo 14
Domingo,15,Choque con lesionados,1098,Domingo 15
Domingo,15,Choque sin lesionados,1547,Domingo 15
Domingo,15,Ciclista,69,Domingo 15
Domingo,15,Motociclista,361,Domingo 15
Domingo,15,Otros,4,Domingo 15
Domingo,15,Persona atrapada,30,Domingo 15
Domingo,15,Persona atropellada,402,Domingo 15
Domingo,15,Vehículo atrapado,14,Domingo 15
Domingo,15,Volcadura,54,Domingo 15
Domingo,16,Choque con lesionados,1157,Domingo 16
Domingo,16,Choque sin lesionados,1517,Domingo 16
Domingo,16,Ciclista,68,Domingo 16
Domingo,16,Monopatín,2,Domingo 16
Domingo,16,Motociclista,511,Domingo 16
Domingo,16,Otros,9,Domingo 16
Domingo,16,Persona atrapada,24,Domingo 16
Domingo,16,Persona atropellada,329,Domingo 16
Domingo,16,Vehículo atrapado,16,Domingo 16
Domingo,16,Volcadura,35,Domingo 16
Domingo,17,Choque con lesionados,1236,Domingo 17
Domingo,17,Choque sin lesionados,1591,Domingo 17
Domingo,17,Ciclista,54,Domingo 17
Domingo,17,Monopatín,2,Domingo 17
Domingo,17,Motociclista,502,Domingo 17
Domingo,17,Otros,19,Domingo 17
Domingo,17,Persona atrapada,23,Domingo 17
Domingo,17,Persona atropellada,354,Domingo 17
Domingo,17,Vehículo atrapado,13,Domingo 17
Domingo,17,Volcadura,64,Domingo 17
Domingo,18,Choque con lesionados,1268,Domingo 18
Domingo,18,Choque sin lesionados,1704,Domingo 18
Domingo,18,Ciclista,47,Domingo 18
Domingo,18,Motociclista,598,Domingo 18
Domingo,18,Otros,16,Domingo 18
Domingo,18,Persona atrapada,30,Domingo 18
Domingo,18,Persona atropellada,379,Domingo 18
Domingo,18,Vehículo atrapado,15,Domingo 18
Domingo,18,Volcadura,72,Domingo 18
Domingo,19,Choque con lesionados,1395,Domingo 19
Domingo,19,Choque sin lesionados,1792,Domingo 19
Domingo,19,Ciclista,62,Domingo 19
Domingo,19,Monopatín,2,Domingo 19
Domingo,19,Motociclista,569,Domingo 19
Domingo,19,Otros,12,Domingo 19
Domingo,19,Persona atrapada,22,Domingo 19
Domingo,19,Persona atropellada,498,Domingo 19
Domingo,19,Vehículo atrapado,23,Domingo 19
Domingo,19,Volcadura,75,Domingo 19
Domingo,20,Choque con lesionados,1409,Domingo 20
Domingo,20,Choque sin lesionados,1857,Domingo 20
Domingo,20,Ciclista,37,Domingo 20
Domingo,20,Monopatín,2,Domingo 20
Domingo,20,Motociclista,578,Domingo 20
Domingo,20,Otros,15,Domingo 20
Domingo,20,Persona atrapada,23,Domingo 20
Domingo,20,Persona atropellada,482,Domingo 20
Domingo,20,Vehículo atrapado,27,Domingo 20
Domingo,20,Volcadura,94,Domingo 20
Domingo,21,Choque con lesionados,1436,Domingo 21
Domingo,21,Choque sin lesionados,1683,Domingo 21
Domingo,21,Ciclista,47,Domingo 21
Domingo,21,Motociclista,674,Domingo 21
Domingo,21,Otros,17,Domingo 21
Domingo,21,Persona atrapada,26,Domingo 21
Domingo,21,Persona atropellada,433,Domingo 21
Domingo,21,Vehículo atrapado,29,Domingo 21
Domingo,21,Volcadura,90,Domingo 21
Domingo,22,Choque con lesionados,1220,Domingo 22
Domingo,22,Choque sin lesionados,1497,Domingo 22
Domingo,22,Ciclista,37,Domingo 22
Domingo,22,Motociclista,589,Domingo 22
Domingo,22,Otros,7,Domingo 22
Domingo,22,Persona atrapada,19,Domingo 22
Domingo,22,Persona atropellada,344,Domingo 22
Domingo,22,Vehículo atrapado,16,Domingo 22
Domingo,22,Volcadura,79,Domingo 22
Domingo,23,Choque con lesionados,843,Domingo 23
Domingo,23,Choque sin lesionados,1215,Domingo 23
Domingo,23,Ciclista,27,Domingo 23
Domingo,23,Motociclista,446,Domingo 23
Domingo,23,Otros,20,Domingo 23
Domingo,23,Persona atrapada,15,Domingo 23
Domingo,23,Persona atropellada,245,Domingo 23
Domingo,23,Vehículo atrapado,24,Domingo 23
Domingo,23,Volcadura,97,Domingo 23
Jueves,0,Choque con lesionados,475,Jueves 0
Jueves,0,Choque sin lesionados,858,Jueves 0
Jueves,0,Ciclista,11,Jueves 0
Jueves,0,Motociclista,180,Jueves 0
Jueves,0,Otros,8,Jueves 0
Jueves,0,Persona atrapada,5,Jueves 0
Jueves,0,Persona atropellada,60,Jueves 0
Jueves,0,Vehículo atrapado,5,Jueves 0
Jueves,0,Volcadura,25,Jueves 0
Jueves,1,Choque con lesionados,285,Jueves 1
Jueves,1,Choque sin lesionados,564,Jueves 1
Jueves,1,Ciclista,6,Jueves 1
Jueves,1,Motociclista,93,Jueves 1
Jueves,1,Otros,10,Jueves 1
Jueves,1,Persona atrapada,6,Jueves 1
Jueves,1,Persona atropellada,21,Jueves 1
Jueves,1,Vehículo atrapado,8,Jueves 1
Jueves,1,Volcadura,50,Jueves 1
Jueves,2,Choque con lesionados,215,Jueves 2
Jueves,2,Choque sin lesionados,321,Jueves 2
Jueves,2,Ciclista,4,Jueves 2
Jueves,2,Motociclista,85,Jueves 2
Jueves,2,Otros,6,Jueves 2
Jueves,2,Persona atrapada,2,Jueves 2
Jueves,2,Persona atropellada,31,Jueves 2
Jueves,2,Vehículo atrapado,4,Jueves 2
Jueves,2,Volcadura,56,Jueves 2
Jueves,3,Choque con lesionados,158,Jueves 3
Jueves,3,Choque sin lesionados,180,Jueves 3
Jueves,3,Ciclista,1,Jueves 3
Jueves,3,Motociclista,65,Jueves 3
Jueves,3,Otros,6,Jueves 3
Jueves,3,Persona atrapada,2,Jueves 3
Jueves,3,Persona atropellada,20,Jueves 3
Jueves,3,Vehículo atrapado,6,Jueves 3
Jueves,3,Volcadura,18,Jueves 3
Jueves,4,Choque con lesionados,148,Jueves 4
Jueves,4,Choque sin lesionados,164,Jueves 4
Jueves,4,Ciclista,1,Jueves 4
Jueves,4,Motociclista,46,Jueves 4
Jueves,4,Otros,6,Jueves 4
Jueves,4,Persona atrapada,4,Jueves 4
Jueves,4,Persona atropellada,24,Jueves 4
Jueves,4,Vehículo atrapado,4,Jueves 4
Jueves,4,Volcadura,22,Jueves 4
Jueves,5,Choque con lesionados,236,Jueves 5
Jueves,5,Choque sin lesionados,198,Jueves 5
Jueves,5,Ciclista,4,Jueves 5
Jueves,5,Monopatín,1,Jueves 5
Jueves,5,Motociclista,102,Jueves 5
Jueves,5,Otros,3,Jueves 5
Jueves,5,Persona atropellada,64,Jueves 5
Jueves,5,Vehículo atrapado,6,Jueves 5
Jueves,5,Volcadura,20,Jueves 5
Jueves,6,Choque con lesionados,444,Jueves 6
Jueves,6,Choque sin lesionados,417,Jueves 6
Jueves,6,Ciclista,11,Jueves 6
Jueves,6,Monopatín,1,Jueves 6
Jueves,6,Motociclista,146,Jueves 6
Jueves,6,Otros,4,Jueves 6
Jueves,6,Persona atrapada,5,Jueves 6
Jueves,6,Persona atropellada,175,Jueves 6
Jueves,6,Vehículo atrapado,8,Jueves 6
Jueves,6,Volcadura,32,Jueves 6
Jueves,7,Choque con lesionados,804,Jueves 7
Jueves,7,Choque sin lesionados,867,Jueves 7
Jueves,7,Ciclista,35,Jueves 7
Jueves,7,Motociclista,258,Jueves 7
Jueves,7,Otros,17,Jueves 7
Jueves,7,Persona atrapada,12,Jueves 7
Jueves,7,Persona atropellada,335,Jueves 7
Jueves,7,Vehículo atrapado,10,Jueves 7
Jueves,7,Volcadura,45,Jueves 7
Jueves,8,Choque con lesionados,1205,Jueves 8
Jueves,8,Choque sin lesionados,1261,Jueves 8
Jueves,8,Ciclista,45,Jueves 8
Jueves,8,Monopatín,2,Jueves 8
Jueves,8,Motociclista,328,Jueves 8
Jueves,8,Otros,7,Jueves 8
Jueves,8,Persona atrapada,6,Jueves 8
Jueves,8,Persona atropellada,428,Jueves 8
Jueves,8,Vehículo atrapado,4,Jueves 8
Jueves,8,Volcadura,42,Jueves 8
Jueves,9,Choque con lesionados,1015,Jueves 9
Jueves,9,Choque sin lesionados,1455,Jueves 9
Jueves,9,Ciclista,45,Jueves 9
Jueves,9,Motociclista,248,Jueves 9
Jueves,9,Otros,5,Jueves 9
Jueves,9,Persona atrapada,13,Jueves 9
Jueves,9,Persona atropellada,378,Jueves 9
Jueves,9,Vehículo atrapado,3,Jueves 9
Jueves,9,Volcadura,27,Jueves 9
Jueves,10,Choque con lesionados,773,Jueves 10
Jueves,10,Choque sin lesionados,1430,Jueves 10
Jueves,10,Ciclista,37,Jueves 10
Jueves,10,Ferroviario,29,Jueves 10
Jueves,10,Monopatín,2,Jueves 10
Jueves,10,Motociclista,179,Jueves 10
Jueves,10,Otros,9,Jueves 10
Jueves,10,Persona atrapada,11,Jueves 10
Jueves,10,Persona atropellada,285,Jueves 10
Jueves,10,Vehículo atrapado,11,Jueves 10
Jueves,10,Volcadura,19,Jueves 10
Jueves,11,Choque con lesionados,753,Jueves 11
Jueves,11,Choque sin lesionados,1448,Jueves 11
Jueves,11,Ciclista,33,Jueves 11
Jueves,11,Ferroviario,3,Jueves 11
Jueves,11,Monopatín,4,Jueves 11
Jueves,11,Motociclista,192,Jueves 11
Jueves,11,Otros,6,Jueves 11
Jueves,11,Persona atrapada,14,Jueves 11
Jueves,11,Persona atropellada,385,Jueves 11
Jueves,11,Vehículo atrapado,9,Jueves 11
Jueves,11,Volcadura,38,Jueves 11
Jueves,12,Choque con lesionados,690,Jueves 12
Jueves,12,Choque sin lesionados,1459,Jueves 12
Jueves,12,Ciclista,46,Jueves 12
Jueves,12,Monopatín,1,Jueves 12
Jueves,12,Motociclista,199,Jueves 12
Jueves,12,Otros,5,Jueves 12
Jueves,12,Persona atrapada,19,Jueves 12
Jueves,12,Persona atropellada,394,Jueves 12
Jueves,12,Vehículo atrapado,6,Jueves 12
Jueves,12,Volcadura,58,Jueves 12
Jueves,13,Choque con lesionados,975,Jueves 13
Jueves,13,Choque sin lesionados,1648,Jueves 13
Jueves,13,Ciclista,52,Jueves 13
Jueves,13,Monopatín,2,Jueves 13
Jueves,13,Motociclista,219,Jueves 13
Jueves,13,Otros,3,Jueves 13
Jueves,13,Persona atrapada,20,Jueves 13
Jueves,13,Persona atropellada,450,Jueves 13
Jueves,13,Vehículo atrapado,9,Jueves 13
Jueves,13,Volcadura,15,Jueves 13
Jueves,14,Choque con lesionados,1177,Jueves 14
Jueves,14,Choque sin lesionados,1976,Jueves 14
Jueves,14,Ciclista,57,Jueves 14
Jueves,14,Monopatín,2,Jueves 14
Jueves,14,Motociclista,292,Jueves 14
Jueves,14,Otros,9,Jueves 14
Jueves,14,Persona atrapada,18,Jueves 14
Jueves,14,Persona atropellada,570,Jueves 14
Jueves,14,Vehículo atrapado,20,Jueves 14
Jueves,14,Volcadura,35,Jueves 14
Jueves,15,Choque con lesionados,1241,Jueves 15
Jueves,15,Choque sin lesionados,2061,Jueves 15
Jueves,15,Ciclista,74,Jueves 15
Jueves,15,Monopatín,1,Jueves 15
Jueves,15,Motociclista,334,Jueves 15
Jueves,15,Otros,2,Jueves 15
Jueves,15,Persona atrapada,19,Jueves 15
Jueves,15,Persona atropellada,508,Jueves 15
Jueves,15,Vehículo atrapado,17,Jueves 15
Jueves,15,Volcadura,36,Jueves 15
Jueves,16,Choque con lesionados,1134,Jueves 16
Jueves,16,Choque sin lesionados,2183,Jueves 16
Jueves,16,Ciclista,48,Jueves 16
Jueves,16,Monopatín,4,Jueves 16
Jueves,16,Motociclista,302,Jueves 16
Jueves,16,Otros,8,Jueves 16
Jueves,16,Persona atrapada,24,Jueves 16
Jueves,16,Persona atropellada,465,Jueves 16
Jueves,16,Vehículo atrapado,10,Jueves 16
Jueves,16,Volcadura,30,Jueves 16
Jueves,17,Choque con lesionados,1093,Jueves 17
Jueves,17,Choque sin lesionados,2003,Jueves 17
Jueves,17,Ciclista,52,Jueves 17
Jueves,17,Monopatín,1,Jueves 17
Jueves,17,Motociclista,325,Jueves 17
Jueves,17,Otros,4,Jueves 17
Jueves,17,Persona atrapada,21,Jueves 17
Jueves,17,Persona atropellada,474,Jueves 17
Jueves,17,Vehículo atrapado,27,Jueves 17
Jueves,17,Volcadura,47,Jueves 17
Jueves,18,Choque con lesionados,1199,Jueves 18
Jueves,18,Choque sin lesionados,2254,Jueves 18
Jueves,18,Ciclista,66,Jueves 18
Jueves,18,Motociclista,375,Jueves 18
Jueves,18,Otros,8,Jueves 18
Jueves,18,Persona atrapada,33,Jueves 18
Jueves,18,Persona atropellada,512,Jueves 18
Jueves,18,Vehículo atrapado,18,Jueves 18
Jueves,18,Volcadura,45,Jueves 18
Jueves,19,Choque con lesionados,1240,Jueves 19
Jueves,19,Choque sin lesionados,2401,Jueves 19
Jueves,19,Ciclista,59,Jueves 19
Jueves,19,Monopatín,4,Jueves 19
Jueves,19,Motociclista,438,Jueves 19
Jueves,19,Otros,5,Jueves 19
Jueves,19,Persona atrapada,35,Jueves 19
Jueves,19,Persona atropellada,652,Jueves 19
Jueves,19,Vehículo atrapado,23,Jueves 19
Jueves,19,Volcadura,60,Jueves 19
Jueves,20,Choque con lesionados,1410,Jueves 20
Jueves,20,Choque sin lesionados,2410,Jueves 20
Jueves,20,Ciclista,39,Jueves 20
Jueves,20,Monopatín,1,Jueves 20
Jueves,20,Motociclista,481,Jueves 20
Jueves,20,Otros,10,Jueves 20
Jueves,20,Persona atrapada,28,Jueves 20
Jueves,20,Persona atropellada,535,Jueves 20
Jueves,20,Vehículo atrapado,32,Jueves 20
Jueves,20,Volcadura,45,Jueves 20
Jueves,21,Choque con lesionados,1226,Jueves 21
Jueves,21,Choque sin lesionados,2084,Jueves 21
Jueves,21,Ciclista,43,Jueves 21
Jueves,21,Motociclista,399,Jueves 21
Jueves,21,Otros,12,Jueves 21
Jueves,21,Persona atrapada,29,Jueves 21
Jueves,21,Persona atropellada,361,Jueves 21
Jueves,21,Vehículo atrapado,28,Jueves 21
Jueves,21,Volcadura,90,Jueves 21
Jueves,22,Choque con lesionados,1001,Jueves 22
Jueves,22,Choque sin lesionados,1779,Jueves 22
Jueves,22,Ciclista,46,Jueves 22
Jueves,22,Motociclista,388,Jueves 22
Jueves,22,Otros,5,Jueves 22
Jueves,22,Persona atrapada,17,Jueves 22
Jueves,22,Persona atropellada,293,Jueves 22
Jueves,22,Vehículo atrapado,15,Jueves 22
Jueves,22,Volcadura,69,Jueves 22
Jueves,23,Choque con lesionados,830,Jueves 23
Jueves,23,Choque sin lesionados,1404,Jueves 23
Jueves,23,Ciclista,38,Jueves 23
Jueves,23,Motociclista,304,Jueves 23
Jueves,23,Otros,12,Jueves 23
Jueves,23,Persona atrapada,9,Jueves 23
Jueves,23,Persona atropellada,168,Jueves 23
Jueves,23,Vehículo atrapado,7,Jueves 23
Jueves,23,Volcadura,48,Jueves 23
Martes,0,Choque con lesionados,284,Martes 0
Martes,0,Choque sin lesionados,601,Martes 0
Martes,0,Ciclista,13,Martes 0
Martes,0,Motociclista,114,Martes 0
Martes,0,Otros,11,Martes 0
Martes,0,Persona atrapada,11,Martes 0
Martes,0,Persona atropellada,64,Martes 0
Martes,0,Vehículo atrapado,7,Martes 0
Martes,0,Volcadura,18,Martes 0
Martes,1,Choque con lesionados,158,Martes 1
Martes,1,Choque sin lesionados,380,Martes 1
Martes,1,Ciclista,4,Martes 1
Martes,1,Motociclista,90,Martes 1
Martes,1,Otros,4,Martes 1
Martes,1,Persona atrapada,3,Martes 1
Martes,1,Persona atropellada,26,Martes 1
Martes,1,Vehículo atrapado,1,Martes 1
Martes,1,Volcadura,21,Martes 1
Martes,2,Choque con lesionados,132,Martes 2
Martes,2,Choque sin lesionados,207,Martes 2
Martes,2,Ciclista,2,Martes 2
Martes,2,Motociclista,64,Martes 2
Martes,2,Otros,2,Martes 2
Martes,2,Persona atrapada,3,Martes 2
Martes,2,Persona atropellada,24,Martes 2
Martes,2,Vehículo atrapado,6,Martes 2
Martes,2,Volcadura,27,Martes 2
Martes,3,Choque con lesionados,84,Martes 3
Martes,3,Choque sin lesionados,128,Martes 3
Martes,3,Ciclista,3,Martes 3
Martes,3,Motociclista,43,Martes 3
Martes,3,Otros,5,Martes 3
Martes,3,Persona atrapada,2,Martes 3
Martes,3,Persona atropellada,25,Martes 3
Martes,3,Vehículo atrapado,5,Martes 3
Martes,3,Volcadura,12,Martes 3
Martes,4,Choque con lesionados,99,Martes 4
Martes,4,Choque sin lesionados,112,Martes 4
Martes,4,Motociclista,31,Martes 4
Martes,4,Otros,2,Martes 4
Martes,4,Persona atrapada,2,Martes 4
Martes,4,Persona atropellada,14,Martes 4
Martes,4,Vehículo atrapado,5,Martes 4
Martes,4,Volcadura,17,Martes 4
Martes,5,Choque con lesionados,201,Martes 5
Martes,5,Choque sin lesionados,191,Martes 5
Martes,5,Ciclista,5,Martes 5
Martes,5,Monopatín,1,Martes 5
Martes,5,Motociclista,75,Martes 5
Martes,5,Otros,8,Martes 5
Martes,5,Persona atrapada,3,Martes 5
Martes,5,Persona atropellada,50,Martes 5
Martes,5,Vehículo atrapado,15,Martes 5
Martes,5,Volcadura,23,Martes 5
Martes,6,Choque con lesionados,442,Martes 6
Martes,6,Choque sin lesionados,441,Martes 6
Martes,6,Ciclista,20,Martes 6
Martes,6,Motociclista,149,Martes 6
Martes,6,Otros,3,Martes 6
Martes,6,Persona atrapada,5,Martes 6
Martes,6,Persona atropellada,178,Martes 6
Martes,6,Vehículo atrapado,8,Martes 6
Martes,6,Volcadura,51,Martes 6
Martes,7,Choque con lesionados,873,Martes 7
Martes,7,Choque sin lesionados,1004,Martes 7
Martes,7,Ciclista,38,Martes 7
Martes,7,Monopatín,1,Martes 7
Martes,7,Motociclista,248,Martes 7
Martes,7,Otros,2,Martes 7
Martes,7,Persona atrapada,8,Martes 7
Martes,7,Persona atropellada,322,Martes 7
Martes,7,Vehículo atrapado,12,Martes 7
Martes,7,Volcadura,72,Martes 7
Martes,8,Choque con lesionados,1111,Martes 8
Martes,8,Choque sin lesionados,1457,Martes 8
Martes,8,Ciclista,58,Martes 8
Martes,8,Monopatín,3,Martes 8
Martes,8,Motociclista,291,Martes 8
Martes,8,Otros,5,Martes 8
Martes,8,Persona atrapada,12,Martes 8
Martes,8,Persona atropellada,397,Martes 8
Martes,8,Vehículo atrapado,10,Martes 8
Martes,8,Volcadura,70,Martes 8
Martes,9,Choque con lesionados,969,Martes 9
Martes,9,Choque sin lesionados,1558,Martes 9
Martes,9,Ciclista,61,Martes 9
Martes,9,Monopatín,2,Martes 9
Martes,9,Motociclista,263,Martes 9
Martes,9,Otros,4,Martes 9
Martes,9,Persona atrapada,9,Martes 9
Martes,9,Persona atropellada,370,Martes 9
Martes,9,Vehículo atrapado,1,Martes 9
Martes,9,Volcadura,39,Martes 9
Martes,10,Choque con lesionados,852,Martes 10
Martes,10,Choque sin lesionados,1617,Martes 10
Martes,10,Ciclista,42,Martes 10
Martes,10,Motociclista,196,Martes 10
Martes,10,Otros,4,Martes 10
Martes,10,Persona atrapada,10,Martes 10
Martes,10,Persona atropellada,306,Martes 10
Martes,10,Vehículo atrapado,8,Martes 10
Martes,10,Volcadura,22,Martes 10
Martes,11,Choque con lesionados,797,Martes 11
Martes,11,Choque sin lesionados,1605,Martes 11
Martes,11,Ciclista,37,Martes 11
Martes,11,Monopatín,3,Martes 11
Martes,11,Motociclista,206,Martes 11
Martes,11,Otros,5,Martes 11
Martes,11,Persona atrapada,17,Martes 11
Martes,11,Persona atropellada,335,Martes 11
Martes,11,Vehículo atrapado,10,Martes 11
Martes,11,Volcadura,29,Martes 11
Martes,12,Choque con lesionados,885,Martes 12
Martes,12,Choque sin lesionados,1614,Martes 12
Martes,12,Ciclista,37,Martes 12
Martes,12,Monopatín,2,Martes 12
Martes,12,Motociclista,177,Martes 12
Martes,12,Otros,6,Martes 12
Martes,12,Persona atrapada,8,Martes 12
Martes,12,Persona atropellada,368,Martes 12
Martes,12,Vehículo atrapado,18,Martes 12
Martes,12,Volcadura,14,Martes 12
Martes,13,Choque con lesionados,1017,Martes 13
Martes,13,Choque sin lesionados,1718,Martes 13
Martes,13,Ciclista,49,Martes 13
Martes,13,Monopatín,1,Martes 13
Martes,13,Motociclista,230,Martes 13
Martes,13,Otros,9,Martes 13
Martes,13,Persona atrapada,15,Martes 13
Martes,13,Persona atropellada,465,Martes 13
Martes,13,Vehículo atrapado,15,Martes 13
Martes,13,Volcadura,34,Martes 13
Martes,14,Choque con lesionados,1251,Martes 14
Martes,14,Choque sin lesionados,2120,Martes 14
Martes,14,Ciclista,51,Martes 14
Martes,14,Monopatín,2,Martes 14
Martes,14,Motociclista,308,Martes 14
Martes,14,Otros,5,Martes 14
Martes,14,Persona atrapada,24,Martes 14
Martes,14,Persona atropellada,612,Martes 14
Martes,14,Vehículo atrapado,12,Martes 14
Martes,14,Volcadura,29,Martes 14
Martes,15,Choque con lesionados,1174,Martes 15
Martes,15,Choque sin lesionados,2079,Martes 15
Martes,15,Ciclista,78,Martes 15
Martes,15,Monopatín,1,Martes 15
Martes,15,Motociclista,334,Martes 15
Martes,15,Otros,3,Martes 15
Martes,15,Persona atrapada,19,Martes 15
Martes,15,Persona atropellada,566,Martes 15
Martes,15,Vehículo atrapado,15,Martes 15
Martes,15,Volcadura,51,Martes 15
Martes,16,Choque con lesionados,1053,Martes 16
Martes,16,Choque sin lesionados,2130,Martes 16
Martes,16,Ciclista,70,Martes 16
Martes,16,Monopatín,3,Martes 16
Martes,16,Motociclista,326,Martes 16
Martes,16,Otros,7,Martes 16
Martes,16,Persona atrapada,33,Martes 16
Martes,16,Persona atropellada,509,Martes 16
Martes,16,Vehículo atrapado,21,Martes 16
Martes,16,Volcadura,55,Martes 16
Martes,17,Choque con lesionados,1113,Martes 17
Martes,17,Choque sin lesionados,2222,Martes 17
Martes,17,Ciclista,44,Martes 17
Martes,17,Monopatín,4,Martes 17
Martes,17,Motociclista,347,Martes 17
